Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
Otros,Falsedad,Falsedad,Quintana Roo,Junio,48.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Quintana Roo,Junio,31.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Quintana Roo,Junio,18.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Quintana Roo,Junio,51.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Quintana Roo,Junio,8.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Quintana Roo,Junio,144.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,San Luis Potosí,Junio,41.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,San Luis Potosí,Junio,22.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,San Luis Potosí,Junio,383.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,San Luis Potosí,Junio,67.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,San Luis Potosí,Junio,2.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,San Luis Potosí,Junio,3.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,San Luis Potosí,Junio,20.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,San Luis Potosí,Junio,66.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,San Luis Potosí,Junio,48.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,San Luis Potosí,Junio,22.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,San Luis Potosí,Junio,3.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,San Luis Potosí,Junio,54.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,San Luis Potosí,Junio,33.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,San Luis Potosí,Junio,64.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,San Luis Potosí,Junio,265.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,San Luis Potosí,Junio,27.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,San Luis Potosí,Junio,54.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,San Luis Potosí,Junio,88.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,San Luis Potosí,Junio,4.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,San Luis Potosí,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,San Luis Potosí,Junio,95.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,San Luis Potosí,Junio,6.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,San Luis Potosí,Junio,6.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,San Luis Potosí,Junio,475.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,San Luis Potosí,Junio,256.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,San Luis Potosí,Junio,57.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,San Luis Potosí,Junio,11.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,San Luis Potosí,Junio,466.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,San Luis Potosí,Junio,36.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,San Luis Potosí,Junio,61.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,San Luis Potosí,Junio,822.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,San Luis Potosí,Junio,41.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,San Luis Potosí,Junio,2.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,San Luis Potosí,Junio,5.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,San Luis Potosí,Junio,473.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,San Luis Potosí,Junio,281.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,San Luis Potosí,Junio,46.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,San Luis Potosí,Junio,0.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,San Luis Potosí,Junio,25.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,San Luis Potosí,Junio,14.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,San Luis Potosí,Junio,41.0,June,2024,2024-06-01
Otros,Electorales,Electorales,San Luis Potosí,Junio,22.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,San Luis Potosí,Junio,256.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Sinaloa,Junio,42.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Sinaloa,Junio,56.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Sinaloa,Junio,293.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Sinaloa,Junio,83.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Sinaloa,Junio,1.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Sinaloa,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Sinaloa,Junio,59.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Sinaloa,Junio,1.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Sinaloa,Junio,90.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Sinaloa,Junio,49.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Sinaloa,Junio,14.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Sinaloa,Junio,1.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Sinaloa,Junio,22.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Sinaloa,Junio,8.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Sinaloa,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Sinaloa,Junio,11.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Sinaloa,Junio,53.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Sinaloa,Junio,185.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Sinaloa,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Sinaloa,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Sinaloa,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Sinaloa,Junio,128.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Sinaloa,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Sinaloa,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Sinaloa,Junio,227.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Sinaloa,Junio,78.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Sinaloa,Junio,33.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Sinaloa,Junio,3.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Sinaloa,Junio,232.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Sinaloa,Junio,50.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Sinaloa,Junio,6.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Sinaloa,Junio,666.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Sinaloa,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Sinaloa,Junio,24.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Sinaloa,Junio,25.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Sinaloa,Junio,4.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Sinaloa,Junio,0.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Sinaloa,Junio,5.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Sinaloa,Junio,20.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Sinaloa,Junio,166.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Sinaloa,Junio,5.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Sinaloa,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Sinaloa,Junio,5.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Sinaloa,Junio,8.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Sinaloa,Junio,0.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Sinaloa,Junio,11.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Sinaloa,Junio,2.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Sinaloa,Junio,52.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Sonora,Junio,113.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Sonora,Junio,20.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Sonora,Junio,121.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Sonora,Junio,92.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Sonora,Junio,2.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Sonora,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Sonora,Junio,48.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Sonora,Junio,45.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Sonora,Junio,83.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Sonora,Junio,9.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Sonora,Junio,2.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Sonora,Junio,21.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Sonora,Junio,4.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Sonora,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Sonora,Junio,12.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Sonora,Junio,55.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Sonora,Junio,161.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Sonora,Junio,10.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Sonora,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Sonora,Junio,28.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Sonora,Junio,9.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Sonora,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Sonora,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Sonora,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Sonora,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Sonora,Junio,52.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Sonora,Junio,4.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Sonora,Junio,3.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Sonora,Junio,183.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Sonora,Junio,39.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Sonora,Junio,6.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Sonora,Junio,8.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Sonora,Junio,191.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Sonora,Junio,25.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Sonora,Junio,27.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Sonora,Junio,752.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Sonora,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Sonora,Junio,187.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Sonora,Junio,22.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Sonora,Junio,2.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Sonora,Junio,0.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Sonora,Junio,17.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Sonora,Junio,257.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Sonora,Junio,148.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Sonora,Junio,42.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Sonora,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Sonora,Junio,9.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Sonora,Junio,5.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Sonora,Junio,0.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Sonora,Junio,4.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Sonora,Junio,1.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Sonora,Junio,154.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Tabasco,Junio,55.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Tabasco,Junio,46.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Tabasco,Junio,325.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Tabasco,Junio,81.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Tabasco,Junio,3.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Tabasco,Junio,1.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Tabasco,Junio,54.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Tabasco,Junio,3.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Tabasco,Junio,37.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Tabasco,Junio,23.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Tabasco,Junio,15.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Tabasco,Junio,26.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Tabasco,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Tabasco,Junio,42.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Tabasco,Junio,95.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Tabasco,Junio,227.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Tabasco,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Tabasco,Junio,63.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Tabasco,Junio,115.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Tabasco,Junio,12.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Tabasco,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Tabasco,Junio,307.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Tabasco,Junio,111.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Tabasco,Junio,62.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Tabasco,Junio,5.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Tabasco,Junio,182.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Tabasco,Junio,38.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Tabasco,Junio,17.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Tabasco,Junio,664.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Tabasco,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Tabasco,Junio,85.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Tabasco,Junio,1.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Tabasco,Junio,1.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Tabasco,Junio,0.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Tabasco,Junio,0.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Tabasco,Junio,21.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Tabasco,Junio,386.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Tabasco,Junio,20.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Tabasco,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Tabasco,Junio,1.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Tabasco,Junio,13.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Tabasco,Junio,0.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Tabasco,Junio,12.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Tabasco,Junio,21.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Tabasco,Junio,759.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Tamaulipas,Junio,41.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Tamaulipas,Junio,61.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Tamaulipas,Junio,193.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Tamaulipas,Junio,114.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Tamaulipas,Junio,4.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Tamaulipas,Junio,7.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Tamaulipas,Junio,34.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Tamaulipas,Junio,29.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Tamaulipas,Junio,73.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Tamaulipas,Junio,9.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Tamaulipas,Junio,3.0,June,2024,2024-06-01
