Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
La libertad y la seguridad sexual,Violación simple,Violación simple,Tamaulipas,Junio,51.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Tamaulipas,Junio,16.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Tamaulipas,Junio,92.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Tamaulipas,Junio,203.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Tamaulipas,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Tamaulipas,Junio,10.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Tamaulipas,Junio,142.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Tamaulipas,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Tamaulipas,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Tamaulipas,Junio,306.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Tamaulipas,Junio,147.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Tamaulipas,Junio,54.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Tamaulipas,Junio,7.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Tamaulipas,Junio,359.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Tamaulipas,Junio,41.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Tamaulipas,Junio,3.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Tamaulipas,Junio,701.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Tamaulipas,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Tamaulipas,Junio,129.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Tamaulipas,Junio,63.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Tamaulipas,Junio,2.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Tamaulipas,Junio,1.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Tamaulipas,Junio,0.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Tamaulipas,Junio,6.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Tamaulipas,Junio,187.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Tamaulipas,Junio,16.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Tamaulipas,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Tamaulipas,Junio,12.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Tamaulipas,Junio,11.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Tamaulipas,Junio,2.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Tamaulipas,Junio,21.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Tamaulipas,Junio,12.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Tamaulipas,Junio,150.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Tlaxcala,Junio,7.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Tlaxcala,Junio,2.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Tlaxcala,Junio,6.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Tlaxcala,Junio,3.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Tlaxcala,Junio,2.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Tlaxcala,Junio,1.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Tlaxcala,Junio,3.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Tlaxcala,Junio,22.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Tlaxcala,Junio,156.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Tlaxcala,Junio,13.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Tlaxcala,Junio,10.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Tlaxcala,Junio,1.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Tlaxcala,Junio,14.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Tlaxcala,Junio,5.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Tlaxcala,Junio,8.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Tlaxcala,Junio,1.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Tlaxcala,Junio,0.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Tlaxcala,Junio,3.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Tlaxcala,Junio,2.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Tlaxcala,Junio,0.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Tlaxcala,Junio,4.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Tlaxcala,Junio,3.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Tlaxcala,Junio,0.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Tlaxcala,Junio,4.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Tlaxcala,Junio,7.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Veracruz,Junio,75.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Veracruz,Junio,76.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Veracruz,Junio,726.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Veracruz,Junio,226.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Veracruz,Junio,3.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Veracruz,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Veracruz,Junio,30.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Veracruz,Junio,6.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Veracruz,Junio,143.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Veracruz,Junio,105.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Veracruz,Junio,47.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Veracruz,Junio,9.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Veracruz,Junio,43.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Veracruz,Junio,1.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Veracruz,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Veracruz,Junio,120.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a casa habitación,Veracruz,Junio,206.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de vehículo automotor,Veracruz,Junio,325.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de autopartes,Veracruz,Junio,15.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transportista,Veracruz,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Veracruz,Junio,119.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Veracruz,Junio,28.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público individual,Veracruz,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte público colectivo,Veracruz,Junio,3.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo en transporte individual,Veracruz,Junio,8.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a institución bancaria,Veracruz,Junio,2.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo a negocio,Veracruz,Junio,285.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de ganado,Veracruz,Junio,18.0,June,2024,2024-06-01
El patrimonio,Robo total,Robo de maquinaria,Veracruz,Junio,4.0,June,2024,2024-06-01
El patrimonio,Robo total,Otros robos,Veracruz,Junio,254.0,June,2024,2024-06-01
El patrimonio,Fraude,Fraude,Veracruz,Junio,395.0,June,2024,2024-06-01
El patrimonio,Abuso de confianza,Abuso de confianza,Veracruz,Junio,138.0,June,2024,2024-06-01
El patrimonio,Extorsión,Extorsión,Veracruz,Junio,95.0,June,2024,2024-06-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Veracruz,Junio,698.0,June,2024,2024-06-01
El patrimonio,Despojo,Despojo,Veracruz,Junio,178.0,June,2024,2024-06-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Veracruz,Junio,67.0,June,2024,2024-06-01
La familia,Violencia familiar,Violencia familiar,Veracruz,Junio,958.0,June,2024,2024-06-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Veracruz,Junio,192.0,June,2024,2024-06-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Veracruz,Junio,104.0,June,2024,2024-06-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Veracruz,Junio,97.0,June,2024,2024-06-01
La sociedad,Corrupción de menores,Corrupción de menores,Veracruz,Junio,2.0,June,2024,2024-06-01
La sociedad,Trata de personas,Trata de personas,Veracruz,Junio,1.0,June,2024,2024-06-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Veracruz,Junio,0.0,June,2024,2024-06-01
Otros,Narcomenudeo,Narcomenudeo,Veracruz,Junio,202.0,June,2024,2024-06-01
Otros,Amenazas,Amenazas,Veracruz,Junio,844.0,June,2024,2024-06-01
Otros,Allanamiento de morada,Allanamiento de morada,Veracruz,Junio,62.0,June,2024,2024-06-01
Otros,Evasión de presos,Evasión de presos,Veracruz,Junio,0.0,June,2024,2024-06-01
Otros,Falsedad,Falsedad,Veracruz,Junio,35.0,June,2024,2024-06-01
Otros,Falsificación,Falsificación,Veracruz,Junio,51.0,June,2024,2024-06-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Veracruz,Junio,10.0,June,2024,2024-06-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Veracruz,Junio,68.0,June,2024,2024-06-01
Otros,Electorales,Electorales,Veracruz,Junio,25.0,June,2024,2024-06-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Veracruz,Junio,317.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio doloso,Yucatán,Junio,1.0,June,2024,2024-06-01
La vida y la Integridad,Homicidio,Homicidio culposo,Yucatán,Junio,12.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Yucatán,Junio,13.0,June,2024,2024-06-01
La vida y la Integridad,Lesiones,Lesiones culposas,Yucatán,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Feminicidio,Feminicidio,Yucatán,Junio,1.0,June,2024,2024-06-01
La vida y la Integridad,Aborto,Aborto,Yucatán,Junio,0.0,June,2024,2024-06-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Yucatán,Junio,8.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro extorsivo,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro para causar daño,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Secuestro exprés,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Secuestro,Otro tipo de secuestros,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Tráfico de menores,Tráfico de menores,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Rapto,Rapto,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Yucatán,Junio,9.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Yucatán,Junio,2.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Yucatán,Junio,1.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Yucatán,Junio,3.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Yucatán,Junio,0.0,June,2024,2024-06-01
La libertad y la seguridad sexual,Incesto,Incesto,Yucatán,Junio,0.0,June,2024,2024-06-01
